04/09/15 Jack King phototran 2 5000Hz
3781 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
3782 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
3783 F 1039 0x46 0x0 0x4 0xf 0x2c 0xff 
3784 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
3785 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
3786 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3787 R 1027 0x52 0x0 0x4 0x3 0x2c 0xff 
3788 F 953 0x46 0x0 0x3 0xb9 0x2c 0xff 
3789 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
3790 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3791 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3792 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
3793 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
3794 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3795 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3796 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3797 R 1027 0x52 0x0 0x4 0x3 0x2c 0xff 
3798 F 953 0x46 0x0 0x3 0xb9 0x2c 0xff 
3799 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
3800 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3801 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3802 F 1026 0x46 0x0 0x4 0x2 0x2c 0xff 
3803 R 954 0x52 0x0 0x3 0xba 0x2c 0xff 
3804 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3805 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3806 F 981 0x46 0x0 0x3 0xd5 0x2c 0xff 
3807 R 1026 0x52 0x0 0x4 0x2 0x2c 0xff 
3808 F 954 0x46 0x0 0x3 0xba 0x2c 0xff 
3809 R 1050 0x52 0x0 0x4 0x1a 0x2c 0xff 
3810 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3811 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3812 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
3813 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
3814 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3815 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3816 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3817 R 1027 0x52 0x0 0x4 0x3 0x2c 0xff 
3818 F 953 0x46 0x0 0x3 0xb9 0x2c 0xff 
3819 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
3820 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3821 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3822 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
3823 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
3824 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3825 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3826 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3827 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3828 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
3829 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
3830 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3831 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3832 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
3833 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
3834 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3835 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3836 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3837 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3838 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
3839 R 1050 0x52 0x0 0x4 0x1a 0x2c 0xff 
3840 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3841 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
3842 F 1026 0x46 0x0 0x4 0x2 0x2c 0xff 
3843 R 954 0x52 0x0 0x3 0xba 0x2c 0xff 
3844 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3845 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3846 F 981 0x46 0x0 0x3 0xd5 0x2c 0xff 
3847 R 1023 0x52 0x0 0x3 0xff 0x2c 0xff 
3848 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
3849 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
3850 F 937 0x46 0x0 0x3 0xa9 0x2c 0xff 
3851 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3852 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
3853 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
3854 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3855 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3856 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3857 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3858 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
3859 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
3860 F 936 0x46 0x0 0x3 0xa8 0x2c 0xff 
3861 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3862 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
3863 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
3864 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3865 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3866 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3867 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3868 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
3869 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3870 F 941 0x46 0x0 0x3 0xad 0x2c 0xff 
3871 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3872 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3873 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3874 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
3875 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3876 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
3877 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3878 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
3879 R 1047 0x52 0x0 0x4 0x17 0x2c 0xff 
3880 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3881 R 1239 0x52 0x0 0x4 0xd7 0x2c 0xff 
3882 F 766 0x46 0x0 0x2 0xfe 0x2c 0xff 
3883 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3884 F 1047 0x46 0x0 0x4 0x17 0x2c 0xff 
3885 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3886 F 984 0x46 0x0 0x3 0xd8 0x2c 0xff 
3887 R 1023 0x52 0x0 0x3 0xff 0x2c 0xff 
3888 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
3889 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3890 F 941 0x46 0x0 0x3 0xad 0x2c 0xff 
3891 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3892 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3893 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3894 F 1047 0x46 0x0 0x4 0x17 0x2c 0xff 
3895 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3896 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
3897 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3898 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
3899 R 1047 0x52 0x0 0x4 0x17 0x2c 0xff 
3900 F 941 0x46 0x0 0x3 0xad 0x2c 0xff 
3901 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3902 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3903 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3904 F 1046 0x46 0x0 0x4 0x16 0x2c 0xff 
3905 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
3906 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
3907 R 1024 0x52 0x0 0x4 0x0 0x2c 0xff 
3908 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
3909 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3910 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3911 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3912 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3913 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3914 F 1047 0x46 0x0 0x4 0x17 0x2c 0xff 
3915 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3916 F 984 0x46 0x0 0x3 0xd8 0x2c 0xff 
3917 R 1023 0x52 0x0 0x3 0xff 0x2c 0xff 
3918 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
3919 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3920 F 941 0x46 0x0 0x3 0xad 0x2c 0xff 
3921 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3922 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3923 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3924 F 1047 0x46 0x0 0x4 0x17 0x2c 0xff 
3925 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3926 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
3927 R 1020 0x52 0x0 0x3 0xfc 0x2c 0xff 
3928 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
3929 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3930 F 941 0x46 0x0 0x3 0xad 0x2c 0xff 
3931 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3932 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3933 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3934 F 1047 0x46 0x0 0x4 0x17 0x2c 0xff 
3935 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3936 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
3937 R 1020 0x52 0x0 0x3 0xfc 0x2c 0xff 
3938 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
3939 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3940 F 941 0x46 0x0 0x3 0xad 0x2c 0xff 
3941 R 982 0x52 0x0 0x3 0xd6 0x2c 0xff 
3942 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3943 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3944 F 1046 0x46 0x0 0x4 0x16 0x2c 0xff 
3945 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
3946 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
3947 R 1020 0x52 0x0 0x3 0xfc 0x2c 0xff 
3948 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
3949 R 1048 0x52 0x0 0x4 0x18 0x2c 0xff 
3950 F 939 0x46 0x0 0x3 0xab 0x2c 0xff 
3951 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
3952 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3953 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3954 F 1047 0x46 0x0 0x4 0x17 0x2c 0xff 
3955 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3956 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
3957 R 1020 0x52 0x0 0x3 0xfc 0x2c 0xff 
3958 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
3959 R 1046 0x52 0x0 0x4 0x16 0x2c 0xff 
3960 F 937 0x46 0x0 0x3 0xa9 0x2c 0xff 
3961 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3962 F 1022 0x46 0x0 0x3 0xfe 0x2c 0xff 
3963 R 958 0x52 0x0 0x3 0xbe 0x2c 0xff 
3964 F 1046 0x46 0x0 0x4 0x16 0x2c 0xff 
3965 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
3966 F 984 0x46 0x0 0x3 0xd8 0x2c 0xff 
3967 R 1019 0x52 0x0 0x3 0xfb 0x2c 0xff 
3968 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
3969 R 1047 0x52 0x0 0x4 0x17 0x2c 0xff 
3970 F 937 0x46 0x0 0x3 0xa9 0x2c 0xff 
3971 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3972 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
3973 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
3974 F 1046 0x46 0x0 0x4 0x16 0x2c 0xff 
3975 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
3976 F 984 0x46 0x0 0x3 0xd8 0x2c 0xff 
3977 R 1019 0x52 0x0 0x3 0xfb 0x2c 0xff 
3978 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
3979 R 1043 0x52 0x0 0x4 0x13 0x2c 0xff 
3980 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3981 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3982 F 1018 0x46 0x0 0x3 0xfa 0x2c 0xff 
3983 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
3984 F 1046 0x46 0x0 0x4 0x16 0x2c 0xff 
3985 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
3986 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3987 R 1021 0x52 0x0 0x3 0xfd 0x2c 0xff 
3988 F 959 0x46 0x0 0x3 0xbf 0x2c 0xff 
3989 R 1044 0x52 0x0 0x4 0x14 0x2c 0xff 
3990 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
3991 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
3992 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
3993 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
3994 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
3995 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
3996 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
3997 R 1020 0x52 0x0 0x3 0xfc 0x2c 0xff 
3998 F 960 0x46 0x0 0x3 0xc0 0x2c 0xff 
3999 R 1044 0x52 0x0 0x4 0x14 0x2c 0xff 
4000 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4001 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4002 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
4003 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
4004 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4005 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4006 F 988 0x46 0x0 0x3 0xdc 0x2c 0xff 
4007 R 1019 0x52 0x0 0x3 0xfb 0x2c 0xff 
4008 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
4009 R 1043 0x52 0x0 0x4 0x13 0x2c 0xff 
4010 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4011 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4012 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
4013 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
4014 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4015 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4016 F 988 0x46 0x0 0x3 0xdc 0x2c 0xff 
4017 R 1019 0x52 0x0 0x3 0xfb 0x2c 0xff 
4018 F 961 0x46 0x0 0x3 0xc1 0x2c 0xff 
4019 R 1043 0x52 0x0 0x4 0x13 0x2c 0xff 
4020 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4021 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4022 F 1018 0x46 0x0 0x3 0xfa 0x2c 0xff 
4023 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4024 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4025 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4026 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4027 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4028 F 964 0x46 0x0 0x3 0xc4 0x2c 0xff 
4029 R 1043 0x52 0x0 0x4 0x13 0x2c 0xff 
4030 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4031 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4032 F 1018 0x46 0x0 0x3 0xfa 0x2c 0xff 
4033 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4034 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4035 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4036 F 988 0x46 0x0 0x3 0xdc 0x2c 0xff 
4037 R 1016 0x52 0x0 0x3 0xf8 0x2c 0xff 
4038 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4039 R 1044 0x52 0x0 0x4 0x14 0x2c 0xff 
4040 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4041 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4042 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
4043 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
4044 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4045 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4046 F 988 0x46 0x0 0x3 0xdc 0x2c 0xff 
4047 R 1016 0x52 0x0 0x3 0xf8 0x2c 0xff 
4048 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4049 R 1044 0x52 0x0 0x4 0x14 0x2c 0xff 
4050 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4051 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4052 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
4053 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
4054 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4055 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4056 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4057 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4058 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4059 R 1044 0x52 0x0 0x4 0x14 0x2c 0xff 
4060 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4061 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
4062 F 1018 0x46 0x0 0x3 0xfa 0x2c 0xff 
4063 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4064 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4065 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
4066 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
4067 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4068 F 964 0x46 0x0 0x3 0xc4 0x2c 0xff 
4069 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4070 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4071 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4072 F 1019 0x46 0x0 0x3 0xfb 0x2c 0xff 
4073 R 961 0x52 0x0 0x3 0xc1 0x2c 0xff 
4074 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4075 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4076 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
4077 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4078 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4079 R 1041 0x52 0x0 0x4 0x11 0x2c 0xff 
4080 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4081 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4082 F 1018 0x46 0x0 0x3 0xfa 0x2c 0xff 
4083 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
4084 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4085 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4086 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4087 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4088 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4089 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4090 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4091 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4092 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4093 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4094 F 1043 0x46 0x0 0x4 0x13 0x2c 0xff 
4095 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
4096 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4097 R 1016 0x52 0x0 0x3 0xf8 0x2c 0xff 
4098 F 964 0x46 0x0 0x3 0xc4 0x2c 0xff 
4099 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4100 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4101 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4102 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4103 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4104 F 1040 0x46 0x0 0x4 0x10 0x2c 0xff 
4105 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4106 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4107 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4108 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4109 R 1041 0x52 0x0 0x4 0x11 0x2c 0xff 
4110 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4111 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4112 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4113 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4114 F 1040 0x46 0x0 0x4 0x10 0x2c 0xff 
4115 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4116 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4117 R 1017 0x52 0x0 0x3 0xf9 0x2c 0xff 
4118 F 963 0x46 0x0 0x3 0xc3 0x2c 0xff 
4119 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4120 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4121 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
4122 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4123 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4124 F 1039 0x46 0x0 0x4 0xf 0x2c 0xff 
4125 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
4126 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
4127 R 1016 0x52 0x0 0x3 0xf8 0x2c 0xff 
4128 F 964 0x46 0x0 0x3 0xc4 0x2c 0xff 
4129 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4130 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4131 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4132 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4133 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4134 F 1039 0x46 0x0 0x4 0xf 0x2c 0xff 
4135 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
4136 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4137 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
4138 F 967 0x46 0x0 0x3 0xc7 0x2c 0xff 
4139 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4140 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4141 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4142 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4143 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4144 F 1039 0x46 0x0 0x4 0xf 0x2c 0xff 
4145 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
4146 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4147 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
4148 F 967 0x46 0x0 0x3 0xc7 0x2c 0xff 
4149 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4150 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4151 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4152 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4153 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4154 F 1039 0x46 0x0 0x4 0xf 0x2c 0xff 
4155 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
4156 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
4157 R 1014 0x52 0x0 0x3 0xf6 0x2c 0xff 
4158 F 967 0x46 0x0 0x3 0xc7 0x2c 0xff 
4159 R 1040 0x52 0x0 0x4 0x10 0x2c 0xff 
4160 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4161 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
4162 F 1015 0x46 0x0 0x3 0xf7 0x2c 0xff 
4163 R 965 0x52 0x0 0x3 0xc5 0x2c 0xff 
4164 F 1039 0x46 0x0 0x4 0xf 0x2c 0xff 
4165 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
4166 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
4167 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
4168 R 1027 0x52 0x0 0x4 0x3 0x2c 0xff 
4169 F 953 0x46 0x0 0x3 0xb9 0x2c 0xff 
4170 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
4171 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4172 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4173 F 1025 0x46 0x0 0x4 0x1 0x2c 0xff 
4174 R 955 0x52 0x0 0x3 0xbb 0x2c 0xff 
4175 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
4176 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4177 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
4178 R 1027 0x52 0x0 0x4 0x3 0x2c 0xff 
4179 F 953 0x46 0x0 0x3 0xb9 0x2c 0xff 
4180 R 1051 0x52 0x0 0x4 0x1b 0x2c 0xff 
4181 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
4182 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
4183 F 1026 0x46 0x0 0x4 0x2 0x2c 0xff 
4184 R 954 0x52 0x0 0x3 0xba 0x2c 0xff 
4185 F 1050 0x46 0x0 0x4 0x1a 0x2c 0xff 
4186 R 940 0x52 0x0 0x3 0xac 0x2c 0xff 
4187 F 981 0x46 0x0 0x3 0xd5 0x2c 0xff 
4188 R 1026 0x52 0x0 0x4 0x2 0x2c 0xff 
4189 F 954 0x46 0x0 0x3 0xba 0x2c 0xff 
4190 R 1050 0x52 0x0 0x4 0x1a 0x2c 0xff 
4191 F 940 0x46 0x0 0x3 0xac 0x2c 0xff 
